DRIVER_NAME,location,match_type,GROUP,TEAM,mean_KPH,std_KPH,med_KPH,max_KPH,min_KPH,range_KPH,skew_KPH,mean_S1,std_S1,med_S1,max_S1,min_S1,range_S1,skew_S1,mean_S2,std_S2,med_S2,max_S2,min_S2,range_S2,skew_S2,mean_S3,std_S3,med_S3,max_S3,min_S3,range_S3,skew_S3,Total_Lap_Num,PIT_TIME_sum,cnt_CROSSING_FINISH_LINE_IN_PIT
Jean-Eric VERGNE,Marrakesh,Race,0,DS TECHEETAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32070.1935483871,8036.36442851847,29340.0,64807.0,28594.0,36213.0,3.1211329934135703,39644.67741935484,10194.072540409932,36167.0,71671.0,35528.0,36143.0,2.8610162622297444,18837.25806451613,4718.679405425082,17496.0,41425.0,16875.999999999996,24549.000000000004,4.196455427229794,31.0,0.0,0
Jean-Eric VERGNE,Marrakesh,Race,0,TECHEETAH,123.15757575757577,9.92115161749126,125.75,128.5,75.3,53.2,-3.9009393998072057,31836.666666666668,8998.982178913917,29971.0,87031.0,29392.0,57639.0,5.425791868297636,37254.106060606064,2133.9208342953193,36881.5,53792.0,36241.0,17551.0,7.398105152228113,18573.469696969696,3278.729177920085,18045.0,43825.0,17608.0,26217.0,7.327442422338818,33.0,117878.0,3
Jean-Eric VERGNE,Mexico city,FP1,0,TECHEETAH,104.04193548387097,22.65104521787826,113.2,122.3,13.0,109.3,-2.5347311673577053,33965.16129032258,91357.66896292717,15347.0,524143.0,14623.0,509520.0,5.495771007908926,32280.548387096773,5486.118219887413,29577.0,50374.0,27756.0,22618.0,2.0273780525155263,22247.1935483871,3754.002640909698,20810.0,33371.0,19167.0,14204.0,1.9509051371747201,31.0,599233.0,2
Jean-Eric VERGNE,Mexico city,FP2,0,TECHEETAH,95.00769230769228,29.19733040132441,98.3,120.8,14.6,106.2,-1.8907649675798242,52183.846153846156,120026.89655784529,15250.0,449974.0,14358.0,435616.0,3.554614565629551,33649.53846153846,4317.455782737957,33793.0,40185.0,28483.0,11702.0,0.12317377853242092,24189.615384615383,6579.134613033104,21774.0,41500.0,19183.0,22317.0,1.8537841615474226,13.0,483947.0,2
Jean-Eric VERGNE,Mexico city,Q,2.0,TECHEETAH,87.09999999999998,48.61491540669386,108.2,121.6,31.5,90.1,-1.5851860893532776,69700.0,93492.16200302569,16964.0,177646.0,14490.0,163156.0,1.7306864429339075,32506.333333333332,4734.357964215774,31719.0,37585.0,28215.0,9370.0,0.7276622354935328,21322.666666666668,2256.5979556255324,20980.0,23730.999999999996,19257.0,4473.999999999996,0.6675728116575143,3.0,163892.0,0
Jean-Eric VERGNE,Mexico city,Race,0,TECHEETAH,116.44042553191488,6.052619252438248,117.7,119.1,78.4,40.69999999999999,-5.752382836642494,16028.212765957447,4677.399927757013,15265.999999999998,47126.99999999999,14969.000000000002,32157.999999999993,6.676422446799925,29097.787234042553,375.3156315846013,29041.0,31101.0,28548.0,2553.0,3.365775107720467,19825.27659574468,705.3765476719157,19704.0,24515.0,19581.0,4934.0,6.664590876170218,47.0,41703.0,1
Jean-Eric VERGNE,Mexico,FP1,0,DS TECHEETAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49092.37037037037,94461.53642016176,15919.0,405929.0,13778.0,392151.0,3.0933720646610268,31426.88888888889,5112.117214056854,30486.0,53341.0,27699.0,25642.0,3.250018515531754,21374.555555555555,2922.9854118604007,20236.0,27990.0,18613.0,9377.0,1.2014335311796662,27.0,935947.0,4
Jean-Eric VERGNE,Mexico,FP1,0,DS Virgin Racing Formula E Team,97.91666666666667,30.27146297403274,111.75,114.7,5.5,109.2,-2.369919546092656,98375.16666666667,305115.2075964383,17884.0,1314192.0,17267.0,1296925.0,4.168713848733311,30448.11111111111,3231.2940567280084,29180.5,39311.0,28613.000000000004,10697.999999999996,2.3425804576486926,22145.277777777777,5260.526296702703,20153.5,41287.0,19557.000000000004,21729.999999999996,3.227086670093107,18.0,1474070.0,2
Jean-Eric VERGNE,Mexico,FP1,0,TECHEETAH,99.37586206896552,26.878345707656482,113.6,119.2,19.8,99.4,-1.993948319259251,39628.8275862069,74725.03237779204,15864.0,328993.0,15295.0,313698.0,3.461017531134648,31739.44827586207,5198.124631511741,29626.0,52385.0,28296.0,24089.0,2.8067183316711435,22321.862068965518,4544.719351103604,20601.0,41819.0,19358.0,22461.0,3.1946866196523724,29.0,666623.0,2
Jean-Eric VERGNE,Mexico,FP2,0,DS TECHEETAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45596.5,117918.15993250007,14838.5,487637.0,13749.0,473888.0,3.9953121153725384,30369.8125,2485.647017545599,30576.5,37125.0,27585.0,9540.0,1.3147598068957984,20506.5625,2234.85984553096,19959.0,26170.0,18266.0,7904.0,1.6070722776368673,16.0,493239.0,2
Jean-Eric VERGNE,Mexico,FP2,0,DS Virgin Racing Formula E Team,105.27368421052631,23.653795610506695,112.9,116.6,12.5,104.1,-3.7594775635508744,46613.73684210526,122475.42966146408,17829.0,552143.0,16748.0,535395.0,4.352345396308065,29849.36842105263,1604.340162411061,29155.0,34263.00000000001,28618.000000000004,5645.000000000004,1.862493799765947,20341.736842105263,1264.5566567029318,19889.0,24289.0,18990.0,5299.0,2.107678928476737,19.0,565000.0,1
Jean-Eric VERGNE,Mexico,FP2,0,TECHEETAH,100.19999999999999,26.958463420603184,108.9,121.0,28.4,92.6,-1.8266256425962886,33942.882352941175,50458.94821149461,15638.0,208273.0,14708.0,193565.0,3.126242141259132,32293.882352941175,3911.074386954833,31272.0,40414.0,28418.0,11996.0,0.8661861332694587,21341.823529411766,2538.920716448579,20836.0,28464.000000000004,19160.0,9304.000000000004,1.8066792017147477,17.0,298470.0,2
Jean-Eric VERGNE,Mexico,Q,1.0,DS Virgin Racing Formula E Team,96.525,20.451466940051024,95.05,117.2,78.8,38.400000000000006,0.07879294053365049,22948.75,8685.990957666641,19729.5,35637.0,16699.0,18938.0,1.707196104805964,33370.5,5056.291427518789,33259.0,38514.0,28450.0,10064.0,0.042498273993624665,24405.75,7479.316429326947,21578.5,35347.0,19119.0,16228.0,1.7231437263502458,4.0,20926.0,1
Jean-Eric VERGNE,Mexico,Q,3.0,TECHEETAH,75.46666666666667,43.1146146915405,95.8,119.6,5.8,113.8,-0.6245441652417095,190670.33333333334,409968.30841450416,17970.0,1244218.0,14727.0,1229491.0,2.6519811171419247,34784.666666666664,7209.555100697962,32759.999999999996,52417.0,28980.0,23437.0,2.1684439750479605,33182.88888888889,25871.18486581376,22764.0,98451.0,19245.0,79206.0,2.501895418259589,6.0,1575534.0,3
Jean-Eric VERGNE,Mexico,Q,1,DS TECHEETAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150773.5,193904.94285731862,150773.5,287885.0,13662.0,274223.0,0.0,30548.0,3975.35432383077,30548.0,33359.0,27737.0,5622.0,0.0,20461.0,2910.451511363831,20461.0,22519.000000000004,18403.0,4116.000000000004,0.0,2.0,275703.0,0
Jean-Eric VERGNE,Mexico,Race,0,TECHEETAH,106.42444444444445,20.790876009743442,115.9,119.0,46.2,72.8,-1.94506064232968,19553.933333333334,10652.769088150488,15507.0,66391.0,15102.0,51289.0,2.980131092779905,33099.02222222222,9858.79912816439,29606.0,75317.0,28732.0,46585.0,3.0215767253401364,22669.28888888889,7480.531387974026,19791.0,52599.0,19315.0,33284.0,3.0267037362934737,45.0,61584.0,1
Jean-Eric VERGNE,Mexico,Race,1.0,DS Virgin Racing Formula E Team,111.17857142857143,11.196897124939605,113.0,116.1,43.4,72.69999999999999,-5.69760928685414,20292.404761904763,17014.32920928498,17680.5,127811.0,16902.0,110909.0,6.458256689505781,29175.761904761905,763.7984924375932,29332.0,31628.0,26351.999999999996,5276.000000000004,-0.3881057303312485,19883.833333333332,1372.992724061276,19648.5,26668.000000000004,18508.0,8160.000000000004,4.293953730422001,42.0,123475.0,1
Jean-Eric VERGNE,Mexico,Race,1,DS TECHEETAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46346.6,204425.51930319716,14565.0,1386571.0,14256.0,1372315.0,6.698491702752787,30516.866666666665,5420.266735301702,28749.0,58129.0,28106.0,30023.0,3.840059657511088,21238.2,9062.287915010504,19121.0,72275.0,18788.0,53487.0,4.949622421549392,45.0,1381653.0,1
Jean-Eric VERGNE,Monaco,FP1,0,TECHEETAH,101.72,25.926971710343757,111.55000000000001,117.4,11.4,106.0,-2.762593978742136,23638.166666666668,8534.897979647354,21322.5,67422.0,20597.0,46825.0,4.983932463055057,18761.9,1823.87352764044,17931.5,23276.999999999996,17085.0,6191.999999999996,1.2980460127196112,42063.0,99996.5443699483,17007.0,517074.0,16396.0,500678.0,4.32345782887145,30.0,798191.0,2
Jean-Eric VERGNE,Monaco,FP2,0,TECHEETAH,99.50625000000001,32.16898027085513,110.95,119.9,14.7,105.2,-2.271485750485519,45019.3125,91487.42973597976,21601.0,388016.0,20374.0,367642.0,3.996769912948249,18708.625,2500.7284238797306,17702.5,24605.0,16651.0,7954.0,1.505587705763117,30095.1875,51859.85420498692,16887.5,224522.0,15947.0,208575.0,3.9966631766860052,16.0,576934.0,1
Jean-Eric VERGNE,Monaco,Q,4.0,TECHEETAH,84.67999999999999,45.97267666777735,108.2,119.2,12.5,106.7,-1.250155909535311,118648.4,198001.72351219572,22731.0,471737.0,20487.0,451250.0,2.2021769827679716,18696.6,1950.617927734695,18823.0,21134.0,16726.0,4408.0,0.12057523955466914,17022.2,1082.560252364736,17015.0,18740.0,16073.0,2667.0,1.142838321813988,3.0,457617.0,0
Jean-Eric VERGNE,Monaco,Race,0,TECHEETAH,114.04499999999999,1.1283313249871993,114.19999999999999,116.7,111.4,5.299999999999997,-0.06645411368252878,21307.7,616.2428690737199,21333.0,22102.0,18927.0,3175.0,-3.1603873372063944,17741.2,228.34152629685957,17717.5,18468.0,17366.0,1102.0,1.7887645118800006,16668.6,123.94880097507148,16658.5,17030.0,16520.0,510.0,1.2833787610794694,20.0,0.0,0
Jean-Eric VERGNE,Montreal2,FP1,0,TECHEETAH,102.35416666666667,25.12999211347247,111.8,119.0,21.2,97.8,-2.5201973536850297,54144.708333333336,85521.28110719331,28777.5,402642.0,27190.0,375452.0,3.6333771932429224,31795.958333333332,3937.310751605738,30160.5,46383.99999999999,28989.0,17394.999999999993,2.5626019490704377,29623.166666666668,3391.477934427725,28080.999999999996,40100.0,26745.0,13355.0,1.7079210455189342,24.0,635674.0,2
Jean-Eric VERGNE,Montreal2,FP2,0,TECHEETAH,101.90833333333335,26.88806623877229,108.6,120.8,22.9,97.9,-2.672323924727237,59033.583333333336,98093.53572016524,28804.0,369730.0,26765.0,342965.0,3.433647544729948,30850.666666666668,1710.7589667817733,30023.5,33661.0,28593.000000000004,5067.999999999996,0.3973300199627939,30002.0,3798.244666349779,29111.5,37687.0,26204.0,11483.0,0.9711706961736514,12.0,380084.0,2
Jean-Eric VERGNE,Montreal2,Q,2.0,TECHEETAH,84.38,45.07263027603337,110.7,120.0,25.0,95.0,-0.7101813729475956,111853.8,130348.44497998433,30124.0,325279.0,27179.0,298100.0,1.5082033917142288,31737.4,3107.5798139388144,31803.0,36485.0,28938.000000000004,7546.999999999996,0.8919490336503499,28415.2,2684.4245565856368,27311.0,32738.999999999996,26261.0,6477.999999999996,1.3628695312977244,3.0,373144.0,0
Jean-Eric VERGNE,Montreal2,Race,0,TECHEETAH,112.98918918918918,6.854227559356009,114.6,115.9,75.0,40.900000000000006,-5.085273141112516,30134.81081081081,7561.901645154542,28722.0,74422.0,28264.0,46158.0,5.899447887380187,30063.0,330.7552804651131,29990.0,31198.0,29651.999999999996,1546.0000000000036,1.9126777759840035,27710.45945945946,987.6700302168682,27519.0,33339.0,27158.0,6181.0,5.446557606890987,37.0,58260.0,1
Jean-Eric VERGNE,Montreal,FP1,0,TECHEETAH,98.54285714285714,28.13745851047268,109.7,118.2,20.7,97.5,-2.225876906294779,67237.61904761905,109433.06231229947,30480.0,415477.0,27601.0,387876.0,2.949015749330201,32200.333333333332,3671.623773391458,30877.0,41473.0,29046.0,12427.0,1.7503390141006394,29541.190476190477,2315.3547810011237,28577.0,33481.0,26915.0,6566.0,0.6769312827172934,21.0,794324.0,2
Jean-Eric VERGNE,Montreal,FP2,0,TECHEETAH,102.375,17.73219428851698,105.55,120.0,65.4,54.599999999999994,-1.4022478038195656,36138.25,18916.533038965827,29566.0,82782.0,27243.0,55539.0,2.787126695196603,32685.75,3915.463400781208,30755.0,37806.0,28798.0,9008.0,0.5364292735062531,31029.125,5183.421138247265,29165.5,41232.0,26337.0,14895.0,1.3911234127516343,8.0,56535.0,1
Jean-Eric VERGNE,Montreal,Q,3.0,TECHEETAH,99.93333333333334,26.092974788883947,111.2,118.5,70.1,48.400000000000006,-1.5807853281929707,43205.0,25200.593743005342,30065.0,72260.0,27290.0,44970.0,1.7084531828040608,32846.666666666664,4861.141258319215,31140.0,38330.99999999999,29069.000000000004,9261.999999999989,1.3851409639702001,28319.0,1730.6186755030699,27630.0,30288.0,27039.0,3249.0,1.5075900537189866,3.0,45133.0,0
Jean-Eric VERGNE,Montreal,Race,3.0,TECHEETAH,106.9457142857143,18.478243850494,114.1,116.1,44.4,71.69999999999999,-2.616529162995295,33178.0,13358.720339824737,28859.0,94719.0,28052.0,66667.0,3.5827572641857937,33203.97142857143,10159.30625956469,30016.0,71641.0,29675.0,41966.0,3.176426867708934,31216.371428571427,9740.132198298756,27606.0,64030.0,27190.0,36840.0,2.6566625783896116,35.0,57352.0,1
Jean-Eric VERGNE,Newyork2,FP1,0,TECHEETAH,88.11666666666667,26.438158632629055,97.2,107.3,22.7,84.6,-1.853793422387852,37140.208333333336,26046.073884192167,30609.0,158703.0,29294.0,129409.0,4.806794562489684,27579.0,2324.151682545324,26833.5,33939.0,25325.0,8614.0,1.5047763395351035,50210.958333333336,69566.97535936403,26541.0,302089.0,24922.0,277167.0,3.2014202732905805,24.0,667173.0,4
Jean-Eric VERGNE,Newyork2,Q,2.0,TECHEETAH,80.53999999999999,40.26590369034327,107.7,109.5,21.6,87.9,-0.9852374889642787,60218.4,65923.3468605774,29247.0,177992.0,28630.0,149362.0,2.2217735680763546,25520.0,715.7118833720735,25088.0,26586.0,24936.0,1650.0,1.0259856106831975,26264.4,2109.462443372719,25011.0,29201.0,24465.0,4736.0,0.8118357375263255,3.0,146305.0,0
Jean-Eric VERGNE,Newyork2,Race,0,TECHEETAH,104.91363636363643,16.257462879199437,110.9,112.4,51.5,60.900000000000006,-2.6274789321932857,29820.772727272728,8469.273018683172,28242.5,55736.99999999999,0.0,55736.99999999999,1.0357987149783563,26116.06818181818,9039.755231142928,24064.5,54111.99999999999,0.0,54111.99999999999,1.723586310548843,27541.340909090908,9068.910294430203,24645.0,56597.0,24264.0,32333.0,2.8929282546094575,43.0,62114.0,2
Jean-Eric VERGNE,Newyork,FP1,0,TECHEETAH,90.57555555555554,26.854584470267028,100.6,115.0,7.1,107.9,-2.1048057459647747,46497.4,95101.3937466935,28304.0,654331.0,26493.0,627838.0,6.256721934173648,24085.51111111111,5252.988723410973,23505.0,43207.0,19258.0,23949.0,1.7990635853679666,63770.13333333333,175426.85500704742,25264.0,1132589.0,20985.0,1111604.0,5.597252014930452,23.0,2396148.0,4
Jean-Eric VERGNE,Newyork,FP2,0,TECHEETAH,91.12222222222225,24.631020674896515,97.7,114.5,14.6,99.9,-2.258853425004019,32843.444444444445,12746.481376724303,28201.0,85596.0,25050.0,60546.0,3.259230701219692,23304.59259259259,5233.085089925883,20717.0,38657.0,17810.0,20847.0,1.1762367019315667,56334.22222222222,115875.84517402612,24675.0,534162.0,20592.0,513570.0,3.680591158252953,16.0,923407.0,2
Jean-Eric VERGNE,Newyork,Q,1.0,TECHEETAH,85.8375,32.246946145554396,96.35,115.6,29.3,86.3,-1.0483225014393236,72222.125,79893.9914233453,28899.5,211274.0,25031.0,186243.0,1.444186769944182,22197.625,3605.375626854195,22603.999999999996,27060.0,17753.0,9307.0,0.04422703835497475,24979.625,5188.5009378569885,23638.5,36455.0,20307.000000000004,16147.999999999996,1.7838269634190096,3.0,335289.0,0
Jean-Eric VERGNE,Newyork,Race,0,TECHEETAH,102.51590909090909,15.745903020945851,108.95,112.9,56.6,56.300000000000004,-2.143962006916128,30053.954545454544,7315.387814846643,28624.5,49946.0,0.0,49946.0,-0.3042547666668994,26548.68181818182,8899.755117542272,24470.0,55893.0,0.0,55893.0,1.5930836092974927,27996.863636363636,7691.860864730188,25229.5,55118.0,24156.0,30962.0,2.659326101195502,43.0,30705.0,1
Jean-Eric VERGNE,Newyork,Race,1.0,TECHEETAH,100.67441860465117,16.556700456645164,106.8,108.5,41.8,66.7,-2.605829040343169,28653.60465116279,8709.425791961954,26021.0,66181.0,25342.0,40839.0,3.282489859923519,19868.46511627907,6373.371864356669,18367.0,54113.0,18097.0,36016.0,4.69670970662875,24748.372093023256,10698.16230997788,21435.0,68575.0,20956.0,47619.0,3.497347903777439,43.0,48400.0,1
Jean-Eric VERGNE,Paris,FP1,0,DS Virgin Racing Formula E Team,90.83749999999998,28.15699484489871,102.7,108.6,11.8,96.8,-2.1301855277242776,63171.125,139152.06756898307,19667.5,532793.0,18497.0,514296.0,3.2147339456410364,27651.5,4119.817207848784,25980.0,42905.0,24804.000000000004,18100.999999999996,2.5973490952944505,23116.5,6523.714072853578,20926.5,51414.0,19907.0,31507.0,3.8910124078971116,24.0,993436.0,2
Jean-Eric VERGNE,Paris,FP1,0,TECHEETAH,91.1648148148148,27.13473828256268,101.65,111.4,12.0,99.4,-1.9249372610357136,22375.64814814815,17887.347347720828,17814.5,128483.0,17024.0,111459.0,5.189363659162698,27170.444444444445,3560.6010127964423,25737.0,41825.0,24480.0,17345.0,2.7312098684213093,52058.444444444445,95041.38859458768,22638.0,535620.0,20452.0,515168.0,3.7735087293462417,30.0,1647020.0,6
Jean-Eric VERGNE,Paris,FP2,0,DS Virgin Racing Formula E Team,97.71428571428571,22.58834402328523,105.1,112.6,15.4,97.19999999999999,-2.963859922859871,39752.76190476191,82752.13853363837,19165.0,398151.0,18074.0,380077.0,4.475721619125477,26423.666666666668,2436.6815207025597,25043.000000000004,33678.00000000001,24204.0,9474.000000000007,1.5195686541843003,21413.666666666668,2390.739327767319,20483.0,29311.0,19118.0,10193.0,1.9145071418243242,21.0,407446.0,1
Jean-Eric VERGNE,Paris,FP2,0,TECHEETAH,88.38484848484848,30.479861396626717,100.5,113.2,13.7,99.5,-1.6059564829097752,25234.757575757576,25851.42556034181,17846.0,161352.0,16831.0,144521.0,4.920811771185022,27331.575757575756,3606.582775203411,26445.999999999996,41902.0,24180.0,17722.0,2.4125859409425794,55624.0,95175.90481084223,22512.0,459803.0,20023.0,439780.0,3.17937591470867,20.0,1216374.0,4
Jean-Eric VERGNE,Paris,Q,1.0,TECHEETAH,70.7,50.8089066995148,96.7,113.0,9.7,103.3,-0.568160544544594,155475.2,220045.47673310625,20704.0,523061.0,16850.0,506211.0,1.6417566396739265,26643.0,2432.7390941077074,26836.0,30120.0,24203.000000000004,5916.999999999996,0.5246277885268251,22744.4,2511.5450025830714,23796.0,25732.0,20061.0,5671.0,-0.17133539483114035,3.0,670879.0,0
Jean-Eric VERGNE,Paris,Q,2.0,DS Virgin Racing Formula E Team,70.47142857142858,43.74420777983885,83.3,111.9,6.9,105.0,-0.7565563358987689,211332.57142857142,358092.4333063821,25412.0,950291.0,18358.0,931933.0,1.9235383754417996,28930.714285714286,4328.978929427648,28459.0,36516.99999999999,24350.0,12166.999999999993,0.7775231452509855,25822.85714285714,7223.7666635574415,24196.0,39917.0,19062.0,20855.0,1.3573078949885604,4.0,1287187.0,2
Jean-Eric VERGNE,Paris,Q,3.0,TECHEETAH,78.55999999999999,42.094453316321854,100.1,111.0,15.4,95.6,-1.0413946610198477,104035.4,164901.95034868448,18052.0,395942.0,16896.0,379046.0,2.1265806265567044,25872.8,1088.1629933056881,25735.0,27381.999999999996,24864.0,2517.9999999999964,0.5363566257255242,23567.4,2862.0734267310477,25274.0,26061.0,20385.0,5676.0,-0.5660428093388611,3.0,417207.0,0
Jean-Eric VERGNE,Paris,Race,0,TECHEETAH,106.416,10.419827253846393,109.0,109.6,54.4,55.199999999999996,-4.616065885479775,17857.54,3163.8882317909556,17495.0,38275.0,9874.0,28401.0,5.3758183854753785,25102.6,2379.297203729174,24682.0,41478.0,24505.0,16973.0,6.926998761562278,22821.9,8243.716422778241,21220.5,73933.0,21030.0,52903.0,5.613131719365756,49.0,53369.0,1
Jean-Eric VERGNE,Paris,Race,2.0,DS Virgin Racing Formula E Team,102.01777777777781,15.709526479885454,108.4,115.2,51.4,63.800000000000004,-2.259139194244743,21936.666666666668,11442.841426371815,18895.0,88328.0,10755.0,77573.0,4.830221911593296,26028.933333333334,3424.435556674731,24796.0,38301.0,24452.0,13849.0,3.040721269840483,22282.777777777777,6224.623734115433,20060.0,46583.99999999999,19780.0,26803.999999999993,3.051800001395373,45.0,68250.0,1
Jean-Eric VERGNE,Paris,Race,3.0,TECHEETAH,103.24848484848485,15.338454966442209,107.7,114.8,42.6,72.19999999999999,-3.4099809513189445,18900.060606060608,5876.943795138091,17669.0,44905.0,9961.0,34944.0,3.6359825413313653,25642.545454545456,2956.5998217009046,24940.0,41630.0,24636.0,16994.0,5.261376639617254,25367.636363636364,17196.671976028858,21649.0,117588.0,21287.0,96301.0,5.199200107809488,33.0,71191.0,1
Jean-Eric VERGNE,Punta,FP1,0,TECHEETAH,112.35925925925925,26.881696078290595,124.0,133.5,24.6,108.9,-2.0185104447137037,41421.11111111111,65136.12912339424,22359.0,345566.0,21013.0,324553.0,4.338434228198114,28910.962962962964,4572.257618435856,26925.0,47160.0,25958.0,21202.0,2.9071676501800128,32452.37037037037,5132.452061660408,30163.0,48508.0,27967.0,20541.0,1.9008941961231394,27.0,523707.0,3
Jean-Eric VERGNE,Punta,FP2,0,TECHEETAH,96.97777777777779,41.01858657297256,115.2,134.8,17.6,117.20000000000002,-1.1151093789223985,89515.33333333333,158359.11095355393,23068.0,499318.0,20879.0,478439.0,2.709456872826695,32083.0,5734.433952013049,30692.0,43376.0,25674.0,17702.0,0.8750522503891726,34502.555555555555,10464.082748993234,30834.0,61401.0,27847.0,33554.0,2.610140864418749,9.0,597888.0,2
Jean-Eric VERGNE,Punta,Q,4.0,TECHEETAH,84.36000000000001,56.371473282148656,106.6,136.1,14.4,121.69999999999999,-0.5137657230736261,186261.0,264532.54960117856,27029.0,631077.0,20604.0,610473.0,1.6888071255941048,29131.2,3629.26655124696,28003.0,34080.0,25514.0,8566.0,0.5946020509582973,31481.8,4484.643542133535,29775.0,38989.00000000001,27554.000000000004,11435.000000000004,1.5921773733768405,3.0,816400.0,1
Jean-Eric VERGNE,Punta,Race,0,TECHEETAH,124.35135135135135,13.129411885398993,128.1,129.7,58.1,71.6,-4.278017392498845,24329.35135135135,8250.08368717223,22239.0,61341.0,22016.0,39325.0,4.1047377987962275,28079.27027027027,7601.378144961786,26772.0,73048.0,26498.0,46550.0,6.0746546674760395,29856.486486486487,2347.9097041792243,29162.0,39564.0,28655.0,10909.0,3.510922365985119,37.0,40887.0,1
Jean-Eric VERGNE,Puntadel,FP1,0,DS Virgin Racing Formula E Team,102.81333333333332,39.32160196320059,124.0,128.7,7.7,120.99999999999999,-1.670229277069777,42208.666666666664,71250.99009905223,22647.0,299148.0,21920.0,277228.0,3.8421751033064577,109328.26666666666,313184.9190575221,27543.0,1241371.0,26616.0,1214755.0,3.8723557714523955,37156.8,18456.395071318002,30833.0,102185.0,29384.0,72801.0,3.566169846077087,15.0,303951.0,1
Jean-Eric VERGNE,Puntadel,FP2,0,DS Virgin Racing Formula E Team,103.15454545454546,31.83511783035721,115.9,128.9,31.1,97.80000000000001,-1.5951002917918615,46659.545454545456,71052.91987014136,22682.0,260083.0,21788.0,238295.0,3.2726698906095333,33893.72727272727,13063.160207935207,29614.0,71728.0,26584.0,45144.0,2.88480468416163,36192.0,14012.167219955661,30926.0,77735.0,29321.0,48414.0,3.123238794732033,11.0,268439.0,2
Jean-Eric VERGNE,Puntadel,Q,1.0,DS Virgin Racing Formula E Team,91.73333333333333,51.45719904282912,117.3,125.4,32.5,92.9,-1.6838929828269897,96546.0,130069.55030674936,21743.0,246737.0,21158.0,225579.0,1.7320113915561626,27485.666666666668,2391.7701255207025,26284.000000000004,30240.0,25933.000000000004,4306.999999999996,1.69017994634147,33846.333333333336,3944.5451364299693,31919.0,38384.0,31236.0,7148.0,1.6738136899887412,3.0,227896.0,1
Jean-Eric VERGNE,Puntadel,Race,1.0,DS Virgin Racing Formula E Team,119.44848484848485,13.288202502881104,124.5,127.9,75.3,52.60000000000001,-2.615928442522156,25394.303030303032,10279.762562569382,22537.0,73835.0,22053.0,51782.0,4.041176174970996,27806.78787878788,2085.925465434584,27379.0,39112.0,26764.0,12348.0,5.281947091506836,32175.363636363636,7273.650789056095,30454.0,71689.0,29542.0,42147.0,5.324857408649007,33.0,59781.0,1
Jean-Eric VERGNE,Putrajaya,FP1,2.0,DS Virgin Racing Formula E Team,91.525,32.718469413173054,107.35,114.0,10.4,103.6,-1.8207981139245613,24789.0,7069.449006765612,21715.5,48761.0,20319.0,28442.0,2.507842469285606,34528.5,7677.797651525973,31991.0,65337.0,30485.0,34852.0,3.4057405022531024,104057.03571428571,190238.7616040125,31513.5,772382.0,29914.0,742468.0,2.692709154291231,28.0,1997361.0,4
Jean-Eric VERGNE,Putrajaya,Q,3.0,DS Virgin Racing Formula E Team,74.5,58.65756558194348,102.4,114.0,7.1,106.9,-1.6561573818550597,426100.6666666667,702462.9910154223,20805.0,1237235.0,20262.0,1216973.0,1.7320496432662296,33589.333333333336,2722.2831104301654,34798.0,35498.00000000001,30471.999999999996,5026.000000000011,-1.6041040120616923,32207.0,2154.235595286644,32141.999999999996,34393.0,30086.0,4307.0,0.13565540542166224,3.0,1210507.0,0
Jean-Eric VERGNE,Rome,FP1,0,TECHEETAH,82.5421052631579,28.530321410143312,95.7,106.5,20.8,85.7,-1.3771172718830142,35589.52631578947,13752.839389128265,31222.0,88413.0,29965.0,58448.0,3.6011904064035414,31540.052631578947,2701.4309063014125,30380.0,40855.0,29241.0,11614.0,2.4750410128426377,75836.21052631579,81908.09130399955,43297.0,307284.0,37472.0,269812.0,2.413533124048833,19.0,425534.0,3
Jean-Eric VERGNE,Rome,FP2,0,TECHEETAH,81.94444444444444,35.88192828956908,102.8,105.8,15.9,89.89999999999999,-1.4767440839016819,42772.88888888889,31547.263817344145,30983.0,126600.0,30214.0,96386.0,2.9600931428080024,31609.666666666668,2612.3603790442085,30365.0,36757.0,29198.0,7559.0,1.3081975562537775,77698.77777777778,107181.64060926874,38960.0,363138.0,37878.0,325260.0,2.9848880375679734,9.0,94606.0,1
Jean-Eric VERGNE,Rome,Q,2.0,TECHEETAH,67.03333333333333,45.41743424427818,77.8,106.1,17.2,88.89999999999999,-1.0068210525325105,60946.333333333336,44665.7115731221,40590.0,112164.0,30085.0,82079.0,1.6248892700594866,35459.0,5512.623422654587,38147.0,39111.99999999999,29118.000000000004,9993.999999999989,-1.6725311900565891,46449.0,7674.647418611489,48885.0,52610.0,37852.0,14758.0,-1.284436490567314,3.0,79604.0,0
Jean-Eric VERGNE,Rome,Race,0,TECHEETAH,98.18529411764705,10.13891788957182,101.6,103.0,62.2,40.8,-2.8398425053093543,31343.176470588234,8363.34324360412,31245.5,67357.0,0.0,67357.0,0.8743281067152078,30406.970588235294,7285.05979046321,30540.0,59102.0,0.0,59102.0,-0.3735768161627325,41589.14705882353,8046.424130056074,39370.0,83545.0,38914.0,44631.0,4.75687973271064,33.0,50215.0,1
