DRIVER_NAME,location,match_type,GROUP,TEAM,mean_KPH,std_KPH,med_KPH,max_KPH,min_KPH,range_KPH,skew_KPH,mean_S1,std_S1,med_S1,max_S1,min_S1,range_S1,skew_S1,mean_S2,std_S2,med_S2,max_S2,min_S2,range_S2,skew_S2,mean_S3,std_S3,med_S3,max_S3,min_S3,range_S3,skew_S3,Total_Lap_Num,PIT_TIME_sum,cnt_CROSSING_FINISH_LINE_IN_PIT
Adam CARROLL,Mexico,FP2,0,Panasonic Jaguar Racing,94.46875000000001,33.40903508034915,109.7,117.4,17.3,100.10000000000001,-1.6653312815203927,60860.3125,113880.93590220665,15566.0,379328.0,14983.0,364345.0,2.5206710676465423,33148.5,8599.595734684277,30509.0,64515.0,29037.0,35478.0,3.6495104423814833,21191.9375,1946.3182839659091,20147.0,26511.0,19788.0,6723.0,1.765624096405116,16.0,710033.0,2
Adam CARROLL,Mexico,Q,4.0,Panasonic Jaguar Racing,74.66666666666667,62.35353505081595,102.1,118.6,3.3,115.3,-1.5966047669377332,758075.3333333334,1284200.4294440697,18317.0,2240941.0,14968.0,2225973.0,1.7320375556882348,31229.0,2173.6301433316526,30993.000000000004,33510.99999999999,29183.000000000004,4327.999999999989,0.4828239912455813,22042.0,2540.206487669851,22255.0,24469.0,19402.0,5067.0,-0.37467848696807504,3.0,2230315.0,0
Adam CARROLL,Mexico,Race,0,Panasonic Jaguar Racing,105.79111111111112,20.34015086900138,115.3,116.9,46.6,70.30000000000001,-1.9412948370776044,19678.444444444445,10818.713218635141,15463.0,66482.0,15090.0,51392.0,2.904365507404357,33242.88888888889,9494.065805022683,29842.0,75133.0,29259.0,45874.0,3.129853421865431,22662.155555555557,7154.942525515796,20022.000000000004,52306.00000000001,19707.0,32599.000000000007,3.217000808364386,45.0,61403.0,1
Adam CARROLL,Monaco,FP1,0,Panasonic Jaguar Racing,104.58,19.621893534578994,110.9,115.0,12.9,102.1,-3.66372015704679,23426.14285714286,6209.532819136459,21886.0,57955.0,20995.0,36960.0,5.362343820258234,18941.942857142858,2866.1372236642733,18016.0,34004.0,17339.000000000004,16664.999999999996,4.564493621896701,30231.457142857143,69899.17575645604,17045.0,430097.0,16723.0,413374.0,5.834986110169474,35.0,438496.0,1
Adam CARROLL,Monaco,FP2,0,Panasonic Jaguar Racing,96.05500000000002,31.492062074183245,109.4,117.7,15.1,102.60000000000001,-1.9098164826871884,24342.4,8929.86648335384,21435.5,61580.0,20750.0,40830.0,4.209005787226777,18400.4,1679.7371786900724,17849.5,22938.000000000004,16874.000000000004,6064.0,2.1720655960654356,52101.0,100325.28912649985,16980.5,380956.0,16347.000000000002,364609.0,2.916523365515577,20.0,701578.0,2
Adam CARROLL,Monaco,Q,2.0,Panasonic Jaguar Racing,96.10000000000001,24.76913401796679,104.6,115.5,68.2,47.3,-1.3624008431867214,33179.333333333336,18505.9700997633,24316.0,54450.0,20772.0,33678.0,1.660862119128,19260.333333333332,1566.4789603864228,19805.999999999996,20480.999999999996,17494.0,2986.9999999999964,-1.3773236028976135,17196.666666666668,874.4382958981919,16765.0,18203.0,16622.0,1581.0,1.6800855047551726,3.0,26799.0,0
Adam CARROLL,Monaco,Race,0,Panasonic Jaguar Racing,106.61999999999998,13.904910305796479,110.7,113.5,51.9,61.6,-3.245074399521639,23173.26,3933.179872649132,22211.0,42672.0,21483.0,21189.0,4.0035950571933485,19459.54,5098.258819260088,18228.5,45233.99999999999,17709.0,27524.999999999993,4.41118038359389,18735.4,8026.277735396048,16858.5,67868.0,16658.0,51210.0,5.2810688155037155,50.0,58885.0,1
Adam CARROLL,Montreal2,FP1,0,Panasonic Jaguar Racing,104.20555555555556,29.966677026759974,114.1,118.5,8.9,109.6,-2.793971704757979,93919.61111111111,239281.90897352927,28564.5,1039251.0,27392.0,1011859.0,4.064259921616099,30750.61111111111,2236.841185003555,30055.0,38851.0,29121.0,9730.0,3.0991051754791488,28262.61111111111,1612.2034296864676,27796.0,33354.0,26653.000000000004,6700.999999999996,1.9615190595451326,18.0,1196020.0,1
Adam CARROLL,Montreal2,FP2,0,Panasonic Jaguar Racing,95.0,34.95101333771788,107.85,120.0,11.3,108.7,-1.9583785025934501,116153.9,245999.30917719172,29026.0,811732.0,27018.0,784714.0,3.0903198453634197,31081.1,1724.6042025796976,30761.5,33771.0,28906.0,4865.0,0.24742859037091186,30154.8,4699.621705816095,28075.5,40546.0,26407.0,14139.0,1.4642212062195326,10.0,889633.0,2
Adam CARROLL,Montreal2,Q,1.0,Panasonic Jaguar Racing,89.23333333333333,40.779937877997476,107.6,117.6,42.5,75.1,-1.6156163612682164,75964.66666666667,81551.0835877325,29997.0,170123.0,27774.0,142349.0,1.7306030395277672,31670.0,2007.9873007566557,32079.0,33442.0,29489.0,3953.0,-0.8785618065281764,28521.0,1562.9830453335057,29055.0,29747.0,26761.0,2986.0,-1.3579822953078073,3.0,148504.0,0
Adam CARROLL,Montreal2,Race,0,Panasonic Jaguar Racing,111.78918918918919,7.284373830474527,113.6,115.2,74.7,40.5,-4.295636107896233,30616.594594594593,7864.456177636824,28913.0,74073.0,28274.0,45799.0,5.1608392756597405,30347.702702702703,418.56393809102804,30230.999999999996,31506.0,29701.0,1805.0,1.1055886680216116,27943.216216216217,1145.990186479582,27716.0,34014.0,26989.0,7025.0,4.517721834355684,37.0,57626.0,1
Adam CARROLL,Montreal,FP1,0,Panasonic Jaguar Racing,100.79375,32.37351734056711,114.85,117.2,8.5,108.7,-2.3691448686113805,108446.6875,270368.25267764425,28252.0,1104492.0,27777.0,1076715.0,3.7890652923836847,31973.75,5610.286213732772,29844.0,51958.0,29374.000000000004,22583.999999999996,3.400928780912161,28581.8125,2078.202403320395,27661.5,33126.0,27034.0,6092.0,1.5518959904657974,16.0,1295333.0,1
Adam CARROLL,Montreal,FP2,0,Panasonic Jaguar Racing,105.71999999999998,17.762557373431463,112.35,116.3,56.0,60.3,-2.973450561990554,37278.0,26704.55015327704,28758.5,113212.0,27252.0,85960.0,3.151725240385116,30709.1,1038.3361102156555,30653.0,32802.0,28934.0,3868.0,0.3717754434273615,29662.5,3244.600788660722,28248.5,37582.0,27305.0,10277.0,2.00277213707305,10.0,91065.0,1
Adam CARROLL,Montreal,Q,4.0,Panasonic Jaguar Racing,88.93333333333334,39.74636251700693,105.4,117.8,43.6,74.19999999999999,-1.5443307925716583,72521.0,74316.99390448998,31522.0,158307.0,27734.0,130573.0,1.7269897735561457,32873.333333333336,3307.993702130241,33205.0,36003.0,29412.0,6591.0,-0.4466443316151382,29401.333333333332,2864.8812075430496,29059.0,32421.999999999996,26723.000000000004,5698.999999999993,0.5300407700556834,3.0,135621.0,0
Adam CARROLL,Montreal,Race,4.0,Panasonic Jaguar Racing,105.16285714285712,18.847531991878242,113.4,115.7,49.2,66.5,-2.1414199674556835,32764.714285714286,11162.055623382988,28912.0,75600.0,28150.0,47450.0,2.998900134474831,33488.114285714284,9224.461638272793,30350.0,64116.0,29777.0,34339.0,2.9148696796732625,32753.0,12995.136732865967,27840.0,81278.0,27460.0,53818.0,2.656274870807683,35.0,59128.0,1
Adam CARROLL,Newyork,FP1,0,Panasonic Jaguar Racing,91.62307692307694,25.347588566840958,101.05000000000001,105.3,13.4,91.89999999999999,-2.6225788324075516,30636.80769230769,14138.206460564172,27517.5,99595.0,26591.0,73004.0,5.0164173785841255,20030.615384615383,1038.5823059121738,19726.5,23704.0,19094.0,4610.0,2.5200015925434665,54979.269230769234,114563.80526695425,22196.0,478585.0,21093.0,457492.0,3.418933731436451,26.0,899690.0,2
Adam CARROLL,Newyork,FP2,0,Panasonic Jaguar Racing,84.73076923076921,33.651482993952996,99.6,110.3,13.4,96.89999999999999,-1.6540729915987522,28759.76923076923,7278.92604434022,26011.0,51881.0,25069.0,26812.0,3.1072588846233646,19537.69230769231,1482.264224343699,18987.000000000004,22264.0,18113.0,4151.0,0.8151837150470272,91658.76923076923,164271.01152929867,23508.0,481508.0,20561.0,460947.0,2.184560923412697,13.0,898511.0,2
Adam CARROLL,Newyork,Q,3.0,Panasonic Jaguar Racing,94.8,19.936900461205095,101.4,110.6,72.4,38.19999999999999,-1.3264431242980657,34904.0,14446.45219422402,28245.0,51479.0,24988.0,26491.0,1.633533215151709,19609.0,1626.6016721988208,19630.0,21225.0,17972.0,3253.0,-0.058086900204748326,22176.333333333332,2014.1971932592237,21490.0,24444.000000000004,20595.0,3849.0000000000036,1.3553276180066531,3.0,19314.0,0
Adam CARROLL,Newyork,Race,3.0,Panasonic Jaguar Racing,99.63255813953491,15.839097511120302,106.0,107.7,48.4,59.300000000000004,-2.431677599535529,28821.86046511628,8789.371372454552,26301.0,73022.0,25766.0,47256.0,4.0483643040267,19822.093023255813,4339.543923885451,18471.0,39514.0,18229.0,21285.0,3.689249484452862,24875.767441860466,10963.254777919805,21615.0,70499.0,21218.0,49281.0,3.6421275153345465,43.0,48230.0,1
Adam CARROLL,Paris,FP1,0,Panasonic Jaguar Racing,96.37241379310343,23.711463420399543,104.8,107.7,14.7,93.0,-3.0897749066357902,21491.206896551725,16200.94869439818,18139.0,105489.0,17420.0,88069.0,5.3372245644321294,26355.55172413793,1849.900607102349,25788.0,34412.0,25157.0,9255.0,3.478932593860912,46803.65517241379,88279.91373275443,22104.0,392660.0,21333.0,371327.0,3.6194433972673172,29.0,757621.0,2
Adam CARROLL,Paris,FP2,0,Panasonic Jaguar Racing,89.1388888888889,28.802433289545046,101.75,109.5,15.4,94.1,-1.715702101106704,23595.055555555555,20863.01528450377,17942.0,106820.0,16935.0,89885.0,4.180726779222166,28154.38888888889,8006.287251014144,25731.0,59836.99999999999,24799.0,35037.99999999999,4.070336875251147,51279.5,94088.71705392173,22394.0,406206.0,20772.0,385434.0,3.6162390848820887,18.0,600504.0,2
