DRIVER_NAME,location,GROUP,TEAM,mean_KPH,std_KPH,med_KPH,max_KPH,min_KPH,skew_KPH,mean_S1,std_S1,med_S1,max_S1,min_S1,skew_S1,mean_S2,std_S2,med_S2,max_S2,min_S2,skew_S2,mean_S3,std_S3,med_S3,max_S3,min_S3,skew_S3,Total_Lap_Num,cnt_CROSSING_FINISH_LINE_IN_PIT
Daniel ABT,Marrakesh,0.0,Audi Sport ABT Schaeffler,116.65405405405404,24.173313652218745,126.3,134.1,28.2,-2.62391255497759,43714.40540540541,50294.54816063775,29675.0,310997.0,28195.0,4.0200942283565615,39284.10810810811,8511.170414447652,36652.5,87213.0,34758.0,4.679567441968416,19179.64864864865,2935.906470984389,17961.5,37398.0,16807.000000000004,3.7657121081435663,33.0,8
Daniel ABT,Marrakesh,4.0,Audi Sport ABT Schaeffler,81.06,43.297898332367126,81.7,132.7,28.3,-0.039427934812838426,111612.0,126410.20131500464,32512.999999999996,316922.0,28243.0,1.4581893466645743,41943.0,3881.7951388500655,43293.0,45320.0,35264.0,-1.80617467828852,26519.0,17350.894155633592,18425.0,57389.0,16961.0,2.177446290788516,5.0,1
Daniel ABT,Mexico city,0.0,Audi Sport ABT Schaeffler,108.51086956521738,22.310813701583275,117.3,122.3,10.4,-3.1405185511276787,32339.67391304348,78992.09126459456,15194.5,668054.0,14403.0,6.44686948405123,30234.782608695652,2499.6228059453088,29211.0,41560.0,28258.0,2.3683884811459848,20614.195652173912,2001.5971877375587,19682.0,29112.0,18918.0,2.2638806195883174,47.0,6
Daniel ABT,Mexico city,4.0,Audi Sport ABT Schaeffler,103.4,13.411437904515182,101.1,121.8,89.6,0.988545799656139,18429.5,4677.563218885093,17107.0,25030.0,14474.0,1.364232715028257,32746.0,3843.7368102754717,32816.5,36967.0,28384.0,-0.07290976604240267,22573.75,3735.6287623370713,21721.5,27825.0,19027.0,1.2570419683955085,4.0,1
Daniel ABT,Mexico,0.0,ABT Schaeffler Audi Sport,104.54099999999997,21.728448488959668,114.0,120.4,22.8,-2.2127322356380654,26049.63,38557.316260932304,15666.5,270007.0,14666.0,5.262036996977049,31920.82,6711.876088988785,29773.0,75143.0,28601.0,4.316565254700849,21761.83,5003.074703215973,20072.5,51775.0,19069.000000000004,4.448083200286425,45.0,5
Daniel ABT,Mexico,2.0,ABT Schaeffler Audi Sport,80.62500000000001,43.41624942674936,90.3,120.2,11.1,-0.9961025020357748,135655.25,233605.3423329612,17547.5,622039.0,0.0,1.7637893082837768,27318.125,11208.533807996477,30634.499999999996,34297.0,0.0,-2.6573954639290718,20176.375,9360.168587271432,21071.0,32369.0,0.0,-1.397899638546372,5.0,3
Daniel ABT,Monaco,0.0,ABT Schaeffler Audi Sport,106.14298245614043,18.337016912691297,113.05000000000001,119.4,15.5,-3.0557457900597487,22748.56140350877,4817.52713533988,21515.0,58126.0,20199.0,5.1523992587885425,18969.40350877193,4670.461512355569,17673.5,49597.0,16910.0,5.449987456670148,24169.30701754386,40883.118356708364,16878.5,367730.0,16107.0,7.347517252106551,51.0,5
Daniel ABT,Monaco,4.0,ABT Schaeffler Audi Sport,103.7,18.134773227145683,109.4,118.3,83.4,-1.274676196119903,26827.666666666668,9882.16298860393,21873.0,38207.0,20403.0,1.6890337878977142,18440.0,1453.5903824668076,18375.0,19925.0,17020.0,0.20082350653231607,17388.333333333332,946.8011054774557,17825.0,18038.0,16302.0,-1.6339545642824833,3.0,0
Daniel ABT,Montreal,0.0,ABT Schaeffler Audi Sport,100.53125000000001,23.304484373945797,110.05,117.5,26.1,-2.348730142860673,47817.0625,64052.27614345377,29113.0,313556.0,27554.0,3.6316516170482473,31752.90625,3027.431492625444,30744.0,42177.0,29355.0,2.0153974475424943,33634.75,13045.697446705091,29203.0,87382.0,26946.0,3.3102782844152068,20.0,5
Daniel ABT,Montreal,1.0,ABT Schaeffler Audi Sport,104.64736842105265,20.49075911487519,113.4,117.2,38.9,-2.316923190316595,36708.86842105263,28376.97421175576,29023.0,191175.0,27894.0,4.8509771019242995,33425.28947368421,9499.309840955857,30275.0,69770.0,29338.0,3.1986525007403506,31381.71052631579,9754.369410147225,27705.5,63953.0,27070.0,2.7810617783995926,35.0,1
Daniel ABT,Montreal2,0.0,ABT Schaeffler Audi Sport,104.26142857142857,22.237605522602518,113.45,120.8,23.4,-2.5992064240102417,47030.74285714285,64081.542727065695,28950.0,359965.0,27000.0,3.9023044043810033,31337.085714285713,3970.424697989077,30217.5,52438.0,28511.0,4.09883796755684,29151.457142857143,4213.04095373482,27728.0,58912.0,26163.0,5.381480884519819,37.0,8
Daniel ABT,Montreal2,4.0,ABT Schaeffler Audi Sport,109.63333333333333,8.592050589546913,105.6,119.5,103.8,1.6469234117402762,29729.666666666668,2202.352000324502,30004.0,31782.0,27403.0,-0.5518397262398856,31370.666666666668,2151.3661551054815,32286.0,32913.00000000001,28913.0,-1.5680143020262027,29380.333333333332,2631.3730889657827,30476.999999999996,31285.999999999996,26378.0,-1.5496931593214387,3.0,0
Daniel ABT,Newyork,0.0,ABT Schaeffler Audi Sport,91.15306122448978,23.070960300422552,99.3,111.6,16.7,-2.288076432917081,28962.48979591837,5548.8898218564445,27396.0,57201.0,24724.0,3.4222485469483477,20726.428571428572,3338.54116718665,19637.0,34533.0,17769.000000000004,2.392997194216773,44461.142857142855,73903.32165995653,22834.0,372592.0,20350.0,3.4210226353546593,27.0,4
Daniel ABT,Newyork,3.0,ABT Schaeffler Audi Sport,97.23191489361702,22.229642434713345,106.0,111.8,20.9,-2.323199888772671,37759.12765957447,46464.94179140872,26079.0,293191.0,24743.0,4.779015190776462,20169.17021276596,6380.7355454393,18450.0,54421.00000000001,17769.000000000004,4.382233866038231,24716.787234042553,10185.294463174474,21706.0,68691.0,20375.999999999996,3.678149175727407,42.0,1
Daniel ABT,Newyork,0.0,Audi Sport ABT Schaeffler,99.0925,23.958755567734116,108.8,125.6,6.6,-2.3341283395585486,30329.125,7089.135023159191,28792.5,61464.0,0.0,1.5308464342083707,26209.5625,6603.968032039239,24561.5,56345.0,0.0,1.8691764099132757,54375.1125,144322.8271612728,25040.5,1242725.0,22951.0,7.410364078475528,43.0,6
Daniel ABT,Newyork,2.0,Audi Sport ABT Schaeffler,76.75999999999999,42.52138285615838,89.9,115.5,16.3,-0.7393180922371332,190457.8,282003.58317794476,37907.0,681834.0,27322.0,1.9769739119101415,27958.4,3167.989078264002,29721.999999999996,30930.0,23408.0,-0.8462006171136538,26592.0,3341.2334548786043,27375.0,31112.0,23250.999999999996,0.2532262972729865,3.0,0
Daniel ABT,Newyork2,0.0,Audi Sport ABT Schaeffler,101.07387387387386,20.704354885393347,110.2,113.1,20.7,-2.2938947744732983,30579.63963963964,7994.6088536904235,28525.0,55958.0,0.0,0.9420856077967232,26201.567567567567,8065.094810491152,24098.000000000004,54358.99999999999,0.0,1.8764631590812748,34458.30630630631,41978.23112687917,24551.0,356999.0,23767.0,5.99594740426273,43.0,6
Daniel ABT,Newyork2,2.0,Audi Sport ABT Schaeffler,72.96000000000001,47.60144955776032,104.9,109.3,20.5,-0.6028072585535781,91356.8,85009.00095107577,30274.0,189126.0,28846.0,0.6153985721430707,26470.8,1407.2212690263034,26049.0,28615.0,25158.0,0.998975188961454,26147.6,2616.724345436483,25083.000000000004,30307.0,24134.0,1.285385605059012,3.0,0
Daniel ABT,Paris,0.0,ABT Schaeffler Audi Sport,95.09622641509435,20.978880976464723,102.3,112.2,19.1,-2.6664177441639176,19476.69811320755,4837.838883319485,17761.0,43678.0,16830.0,3.667004698723941,27163.867924528302,4170.694606591494,25825.0,44183.0,24261.0,3.102043029561093,38776.16981132075,63109.03999724964,22572.0,313515.0,20439.0,3.9847832359586657,30.0,3
Daniel ABT,Paris,1.0,ABT Schaeffler Audi Sport,97.89803921568628,19.285025177023527,106.0,109.6,27.2,-2.197577086204783,23744.882352941175,26259.941049931593,17849.0,200383.0,13200.0,6.36245385938489,27003.78431372549,4255.208245497394,25439.0,41711.00000000001,24875.0,2.747227563016286,25516.86274509804,11868.717952701729,21819.0,95546.0,20621.0,4.670277712217359,48.0,1
Daniel ABT,Paris,0.0,Audi Sport ABT Schaeffler,99.44468085106384,21.53256906507465,108.5,113.0,12.8,-2.834171180278264,19153.255319148935,6121.955799892026,17614.0,63358.0,12284.0,5.301676807708855,26263.744680851065,3378.52567239875,24889.0,41757.0,24169.0,2.8539296498867746,38077.55319148936,76438.20943638873,21142.5,489554.0,20105.0,5.102443044551465,49.0,5
Daniel ABT,Paris,1.0,Audi Sport ABT Schaeffler,76.3,47.598739479108055,95.5,111.3,22.1,-1.5198289683104582,76685.0,100482.19024782452,20286.0,192697.0,17072.0,1.7300574719834747,28127.666666666668,3166.7008594645217,28750.0,30936.999999999996,24695.999999999996,-0.8502033769955831,23532.333333333332,3255.2450496595998,23378.0,26862.0,20357.0,0.21286843612243767,3.0,0
Daniel ABT,Punta,0.0,Audi Sport ABT Schaeffler,114.20135135135129,28.137351440639172,127.25,132.8,25.7,-2.228890606081674,43285.41891891892,66348.97419446452,22348.0,324334.0,21028.0,3.3280537629467584,28663.04054054054,6445.495839326272,26860.0,69399.0,25786.0,5.227922728805996,31729.283783783783,5673.671531238922,29340.5,61287.0,28202.0,3.3750570493270042,37.0,8
Daniel ABT,Punta,3.0,Audi Sport ABT Schaeffler,113.375,15.699124179392935,110.1,135.1,98.2,1.1259479064858453,26001.75,4851.151985181801,25542.5,32155.0,20767.0,0.4821505915913508,30472.0,4336.882059729086,30682.5,34894.0,25629.0,-0.1527288404335058,33178.5,3869.1277656167763,34071.5,36743.0,27828.0,-1.1642193091440187,4.0,1
Daniel ABT,Rome,0.0,Audi Sport ABT Schaeffler,92.38750000000003,23.024931277149566,101.7,106.1,27.3,-2.1672645979540195,31894.140625,7651.321089098413,31118.5,67731.0,0.0,2.1112621522173756,31111.4375,7381.871743702691,30417.5,70926.0,0.0,2.2854402333077384,57234.78125,58501.190404512614,39399.5,314373.0,37404.0,3.4437705031304935,33.0,6
Daniel ABT,Rome,3.0,Audi Sport ABT Schaeffler,75.46666666666667,41.97586608199208,92.8,106.0,27.6,-1.541356186619054,35371.0,4988.142239351239,35812.0,40124.0,30177.0,-0.3947338545806975,32238.333333333332,2974.786434911476,32286.0,35189.0,29240.0,-0.07208750304009316,43130.0,5552.294930927211,42893.0,48797.0,37700.0,0.19173275837023782,3.0,0
Daniel ABT,Santiago,0.0,Audi Sport ABT Schaeffler,87.45555555555553,27.368699404076683,100.7,112.2,26.7,-1.1708484829834018,33672.37777777778,26017.641834033315,22943.0,151465.0,22018.0,3.0432954459785484,31884.866666666665,12006.665888353245,27376.0,75892.0,25911.0,3.167694341302309,56531.955555555556,56012.215801537255,34625.0,255524.0,31335.0,3.0079690270526838,21.0,8
Daniel ABT,Santiago,1.0,Audi Sport ABT Schaeffler,76.26666666666667,38.12037950143379,81.5,111.5,35.8,-0.606136489602422,74778.66666666667,85051.96970284307,29405.0,172896.0,22035.0,1.7174310757982945,29648.66666666666,4024.575050031157,29311.999999999996,33830.99999999999,25803.0,0.3738030344138458,41330.0,9234.046945949538,41761.0,50341.0,31888.0,-0.20958033740295315,3.0,0
Daniel ABT,Zurich,0.0,Audi Sport ABT Schaeffler,103.90256410256407,24.027997599980512,115.6,120.9,19.2,-2.1609827083023405,28625.28205128205,9618.416366530068,25615.0,92198.0,24008.0,4.717560317180796,32855.269230769234,5626.2283822904255,30492.5,61513.0,29912.0,3.3260892891756364,37003.39743589744,63106.92377193549,20339.0,408025.0,19055.0,4.42420185180274,39.0,7
Daniel ABT,Zurich,1.0,Audi Sport ABT Schaeffler,86.83333333333333,44.29631286386411,102.2,121.4,36.9,-1.3732117504158605,78564.66666666667,90635.63344696905,28446.0,183191.0,24057.0,1.7274826586606562,33857.0,3673.3618117468363,34574.0,37119.0,29878.0,-0.8448866443897418,21116.0,1888.6736086470848,21232.0,22944.000000000004,19172.0,-0.27534184597422223,3.0,0
Daniel ABT,newyork2,0.0,ABT Schaeffler Audi Sport,79.28333333333333,31.810861075314214,92.85,110.0,5.1,-1.3401214891096533,34492.944444444445,20982.675805004197,28285.5,113965.0,25176.0,3.5757900402852387,24437.88888888889,8515.870311565266,20262.0,44663.00000000001,17866.0,1.3840585595316577,132066.88888888888,315482.5684258564,24106.5,1247159.0,20836.0,3.192604463571636,18.0,3
Daniel ABT,newyork2,2.0,ABT Schaeffler Audi Sport,86.65909090909092,31.579810595211576,99.69999999999999,112.2,9.8,-1.6157255681940486,37076.818181818184,36557.020672390114,26443.5,196927.0,24802.0,4.3718738313004035,19528.0,1814.0990417651772,18784.5,23904.0,17673.0,1.4165505522148827,75203.54545454546,165518.93810354875,22275.5,672890.0,20213.0,3.2112481899797465,19.0,3
Daniel Abt,Berlin,0.0,Audi Sport ABT Formula E Team,90.26363636363637,25.70212561955988,102.8,104.9,13.8,-2.314993302227694,32962.0,8231.117709643084,29685.0,71142.0,29127.0,3.7253752442660426,23845.21212121212,2785.3087324116314,22646.0,32788.00000000001,22101.0,2.185861061479242,77081.51515151515,134700.3356631214,34177.0,585990.0,33093.0,3.139036038660263,19.0,3
Daniel Abt,Berlin,4.0,Audi Sport ABT Formula E Team,97.82368421052628,17.98735943859624,102.4,108.8,3.2,-4.413226219131438,101957.28947368421,440823.53421325557,29704.0,2747793.0,27927.0,6.163884079240076,23682.92105263158,2482.38641047202,23087.0,37009.0,21816.0,4.62986077885665,35602.21052631579,9025.301253212412,33844.0,88721.0,31916.999999999996,5.8130791197009595,33.0,1
Daniel Abt,Buenos Aires,1.0,Audi Sport ABT Formula E Team,99.12380952380951,35.501435249323436,115.3,122.8,15.8,-1.7767816347259058,71154.0,128434.08032177441,18454.0,489321.0,17774.0,2.533597300220731,26831.714285714286,2596.258040774398,25590.999999999996,33249.0,24404.0,1.6888498000961207,32115.47619047619,4522.378672988891,30113.0,44510.0,28401.0,1.943817546588408,21.0,3
Daniel Abt,Buenos Aires,3.0,Audi Sport ABT Formula E Team,104.74166666666669,27.151997954253783,117.6,124.4,4.0,-2.1180071837839565,69550.08333333333,296904.3775620777,18521.0,2069801.0,0.0,6.788482892755029,27597.645833333332,9320.895974396139,25496.0,57643.0,0.0,0.2208371038117702,31658.541666666668,8518.345923641673,29470.5,65715.0,0.0,1.0761696545819908,33.0,5
Daniel Abt,Hong Kong,0.0,Audi Sport ABT Schaeffler,97.19999999999999,18.197043192573375,102.1,104.1,3.8,-4.164504004391287,20531.767441860466,8757.859506472187,18490.0,61730.0,18214.0,4.441428095865533,23721.79069767442,6770.31479382831,22237.0,58160.0,21631.0,4.580021323761786,63832.27906976744,246021.07389179614,24872.0,1638760.0,24458.0,6.546886778213008,43.0,2
Daniel Abt,Hong Kong,4.0,Audi Sport ABT Schaeffler,84.1611111111111,26.21847553004364,97.7,106.1,16.9,-1.4521601972227398,24315.35185185185,16031.202570456046,18716.0,99305.0,17697.0,3.8483126873725886,24267.59259259259,3186.8996202230874,22738.5,35641.0,21244.0,1.5386833938039375,51939.2037037037,74139.20000621464,25896.0,342442.0,24110.0,2.996501094166473,28.0,7
Daniel Abt,Hong Kong2,0.0,Audi Sport ABT Schaeffler,101.07999999999997,6.8441946202602955,102.8,103.8,68.2,-4.336429923446946,18303.666666666668,1246.1693851012537,18327.0,23150.0,11671.0,-2.1832167627191894,22502.066666666666,2747.8134563519943,22050.0,40455.0,21735.0,6.627332002814336,25856.666666666668,5329.462159457641,24769.0,57504.0,24488.0,5.410244450076455,45.0,1
Daniel Abt,Hong Kong2,4.0,Audi Sport ABT Schaeffler,80.5076923076923,30.114845815005232,90.75,106.9,8.5,-1.5089521760888105,35682.88461538462,74537.72204478853,19696.0,400528.0,17543.0,5.071906616667012,24569.423076923078,2525.231160477423,24829.0,28355.0,20930.0,-0.057924992378381,74806.88461538461,152826.04125300815,27946.0,746681.0,23950.0,3.8625727948698803,21.0,4
Daniel Abt,London10,0.0,Audi Sport ABT Formula E Team,97.35555555555557,28.99997789565913,110.8,121.8,14.2,-1.9342411786029639,28349.296296296296,7491.410757634449,24911.0,50035.0,23485.0,2.057287413599927,37454.07407407407,4814.842987502499,35585.0,51146.0,32231.0,1.7486352243290035,78006.92592592593,137363.4586990424,33946.0,663743.0,30727.0,3.57460918594549,18.0,3
Daniel Abt,London10,3.0,Audi Sport ABT Formula E Team,103.295,28.50269562505863,116.2,122.0,5.5,-2.5037941168903046,117277.7,408897.39683524775,24468.5,1854403.0,23517.0,4.4713905605353785,36413.0,7713.7079076285045,33631.0,65365.0,31728.0,3.201666498076558,38160.25,15937.037431470922,32575.000000000004,102237.0,30791.0,3.7874556861125916,15.0,1
Daniel Abt,London11,3.0,Audi Sport ABT Formula E Team,104.04035087719299,27.152919204079296,115.5,123.3,5.4,-2.5762181366406867,62854.05263157895,244213.1156143149,24136.999999999996,1851799.0,22641.0,7.290713285661766,35562.85964912281,5282.496793449762,33854.0,69036.0,31418.0,4.829776001418737,61766.9649122807,159982.3088194849,32969.0,1205618.0,31284.0,6.865928302657289,29.0,3
Daniel Abt,Long Beach,0.0,Audi Sport ABT Formula E Team,105.41428571428573,29.333586308432956,116.5,130.9,23.2,-1.71522118957608,39441.09523809524,62223.16720635873,18582.0,283814.0,17318.0,3.5381051370875696,22410.095238095237,2662.1326770986057,21502.0,29311.0,19543.0,1.548876275083144,25770.04761904762,5969.162415918925,23838.0,46485.0,21399.0,2.5487214734053825,12.0,3
Daniel Abt,Long Beach,4.0,Audi Sport ABT Formula E Team,109.17021276595743,30.732965694649923,125.7,134.7,2.8,-1.7823376723992679,84632.65957446808,394746.16467648494,18089.0,2723981.0,16673.0,6.783730360737216,23659.744680851065,7584.625566029825,20543.000000000004,48217.0,19119.0,2.289587758030413,25825.574468085106,7594.314560318997,22066.0,54019.0,21145.0,2.2685651275836283,39.0,3
Daniel Abt,Miami,2.0,Audi Sport ABT Formula E Team,106.32666666666667,20.45105465162216,112.1,134.2,9.0,-3.4395998129491216,37858.08888888889,118686.59098724564,18930.0,813904.0,0.0,6.6451208438679945,23293.866666666665,4734.1314006036855,22956.999999999996,39408.0,0.0,-1.4315473760028075,30107.844444444443,11345.5056419142,27795.0,102805.0,26264.0,6.272023019259034,39.0,2
Daniel Abt,Monaco,2.0,Audi Sport ABT Formula E Team,91.0238095238095,26.817138265704358,98.8,117.9,6.5,-2.3930313440505753,69993.52380952382,200420.92216997186,23416.0,943688.0,20061.0,4.5654148003357236,21404.904761904763,4008.6418635837485,20754.0,36611.99999999999,16753.0,2.8261112640937824,26145.666666666668,28576.742327167616,19587.0,150507.0,17063.0,4.539770244302177,14.0,1
Daniel Abt,Monaco,4.0,Audi Sport ABT Formula E Team,96.83,26.08772680391909,107.4,114.5,13.7,-2.3986526190263926,24793.4,12909.571225431531,21545.5,107415.0,20141.0,5.780506096562166,18847.02,1223.9859524670755,18314.5,22612.0,17057.000000000004,1.384034034548316,41771.6,80445.21468600573,18576.5,423177.0,17911.0,3.6180841888075594,34.0,4
Daniel Abt,Moscow,0.0,Audi Sport ABT Formula E Team,94.4416666666667,28.91588169649534,106.35,116.3,9.0,-2.066870295898973,73371.11111111111,160997.3957657661,24035.5,864765.0,22463.0,4.01305420983565,26619.444444444445,2826.7461702655783,25278.5,35698.0,23892.0,1.7160611240446086,28650.222222222223,4636.400593509156,26106.0,41994.0,24454.0,1.2453713428913777,22.0,4
Daniel Abt,Moscow,2.0,Audi Sport ABT Formula E Team,105.09285714285713,22.833206379938197,112.25,117.7,8.3,-3.5017605628590505,46599.90476190476,140214.36364207373,23470.5,932341.0,17260.0,6.451385317149158,25620.95238095238,2884.2539970724374,24791.5,40375.0,23391.0,4.020094436305952,34643.21428571428,57158.7778989735,25228.0,396076.0,24167.0,6.470750393105535,35.0,2
Daniel Abt,Puntadel,1.0,Audi Sport ABT Formula E Team,103.80816326530609,27.731434004984113,116.3,132.4,24.6,-1.2624521926497285,39419.4693877551,57542.24634963937,24046.0,348321.0,21736.0,4.7067212207958855,31275.918367346938,5988.376674987188,29250.0,50096.0,25915.0,2.0597815151609185,41294.836734693876,24244.09040823741,32442.999999999996,154024.0,28207.0,3.245184367547228,28.0,4
Daniel Abt,Puntadel,4.0,Audi Sport ABT Formula E Team,105.5,33.03809921893207,119.6,131.6,24.0,-1.856209320960762,61400.0,91329.86704632828,23929.0,335724.0,22126.0,2.4110790749207665,28835.14285714286,2238.795709432066,28090.0,36710.0,26229.0,2.4351727203824125,32903.52380952381,4857.124351085194,30892.0,48700.0,28473.0,2.2572127134659805,21.0,4
Daniel Abt,Putrajaya,1.0,Audi Sport ABT Formula E Team,91.81607142857145,23.24472786196094,102.2,111.9,8.7,-2.135023821332596,30392.696428571428,34650.811177659394,22758.0,278829.0,20620.0,6.95432091977871,32643.39285714286,11937.984131149797,33539.0,61842.0,0.0,-1.2845347868482926,58919.5,142546.30725053398,33141.0,1002573.0,0.0,5.952409300740039,31.0,3
Edoardo MORTARA,Marrakesh,0.0,Venturi Formula E Team,116.46533333333333,19.643377904410826,124.7,132.9,40.3,-2.3236050692966126,38162.84,28686.05260921025,30054.0,205739.0,28394.0,4.581564207821295,39704.973333333335,8568.608606929054,37512.0,100223.0,35199.0,5.536825462094446,18840.586666666666,3156.065824568463,18013.0,43729.0,16889.0,6.8698026459906885,30.0,4
Edoardo MORTARA,Marrakesh,3.0,Venturi Formula E Team,84.83333333333333,36.31478119627507,100.6,110.6,43.3,-1.585466723215047,77905.66666666667,82339.83813642904,32045.0,172964.0,28708.0,1.7288509457164705,44437.0,4353.579331997983,45713.0,48010.0,39588.0,-1.2056159929138957,27620.0,7346.788345937294,28166.999999999996,34678.00000000001,20015.0,-0.33318706072549104,3.0,0
Edoardo MORTARA,Mexico city,0.0,Venturi Formula E Team,111.1855769230769,16.130760690079914,116.8,122.5,15.7,-4.018568925790762,22752.08653846154,44375.18889599845,15355.0,423162.0,14371.0,7.991042065233653,30185.26923076923,2853.6863715891373,29222.0,52332.0,28209.0,5.190732863978155,20421.56730769231,1493.7881133094234,19832.5,26272.0,18940.0,2.425045842275526,47.0,4
Edoardo MORTARA,Mexico city,4.0,Venturi Formula E Team,81.2,41.91992366405263,88.8,118.8,36.0,-0.7890253134029315,60587.333333333336,74013.829149243,20996.0,145976.0,14790.0,1.7183611483495427,36881.333333333336,6593.232995529078,39562.0,41711.99999999999,29370.0,-1.5271586753955715,21783.333333333332,2372.6812540527503,22131.0,23963.0,19256.0,-0.6452232054865249,3.0,0
Edoardo MORTARA,Paris,0.0,Venturi Formula E Team,98.83505154639175,20.600905326167872,107.6,112.2,11.6,-2.776826525337171,19364.96907216495,5297.73550965726,17814.0,47441.0,14643.0,4.282204783958779,26185.74226804124,2967.9894158277625,24947.0,42169.0,24256.0,3.1042512741560624,36089.45360824742,69421.56976146724,21308.0,554544.0,20403.0,5.929430271571907,49.0,5
Edoardo MORTARA,Paris,3.0,Venturi Formula E Team,87.86666666666667,27.702226144000296,96.8,110.0,56.8,-1.3002400066694666,26565.0,13866.030758656207,20012.0,42493.0,17190.0,1.6516907150220805,27640.666666666668,2665.850958574643,28420.0,29830.0,24671.999999999996,-1.2030993584647,23093.666666666668,2195.3825027391763,22953.000000000004,25355.999999999996,20971.999999999996,0.2871487050727604,3.0,0
Edoardo MORTARA,Punta,0.0,Venturi Formula E Team,113.1435897435897,23.42835771854155,123.6,134.7,24.4,-2.2038468101068482,36310.769230769234,46337.59133103099,22954.0,341899.0,20844.0,4.783209922955654,29054.94871794872,4829.631627740739,27575.5,66659.0,25648.0,6.326268034911778,32312.346153846152,5453.090701913615,30208.0,65157.0,27916.0,3.951762476448053,36.0,7
Edoardo MORTARA,Punta,3.0,Venturi Formula E Team,79.68,48.2143858200019,103.1,132.8,17.0,-0.4600787353084172,149709.8,212934.22635452476,28740.0,514938.0,20816.0,1.841955985154336,31950.4,5902.243327752593,32960.0,37771.0,25815.0,-0.2070710518395707,37793.6,8076.64390697027,35915.0,50622.0,28591.0,1.0332398578248332,5.0,1
Edoardo MORTARA,Rome,0.0,Venturi Formula E Team,92.06515151515153,20.636185488484823,101.19999999999999,105.5,18.1,-2.394380167128055,33406.57575757576,11303.965592876764,31490.5,99276.0,0.0,3.7263725236421155,31264.848484848484,5036.66461442773,30525.0,43625.0,0.0,-3.0401929821222207,51501.954545454544,41728.15508260462,39823.5,295698.0,38070.0,4.557832049473613,33.0,5
Edoardo MORTARA,Rome,3.0,Venturi Formula E Team,67.53333333333333,40.17217113043971,85.6,95.5,21.5,-1.6144617618178787,46535.333333333336,22033.228368383363,37265.0,71689.0,30652.0,1.5581756323753382,34538.666666666664,4342.037463372851,36071.99999999999,37906.0,29638.0,-1.3909440629700558,47934.666666666664,1203.9910021812227,47512.0,49293.0,46998.99999999999,1.3850590998457444,3.0,0
Edoardo MORTARA,Santiago,0.0,Venturi Formula E Team,95.99733333333333,23.26034773120507,106.9,112.2,26.0,-1.9868051290758362,29661.146666666667,22842.26821445061,22966.0,160008.0,22196.0,4.429879372972477,29886.36,9896.198200728808,27092.0,74289.0,25642.0,3.8841924130257497,45824.12,40659.247625668206,32854.0,275401.0,31292.0,3.9426295718253987,37.0,8
Edoardo MORTARA,Santiago,2.0,Venturi Formula E Team,82.26666666666667,40.36487747204658,99.8,110.9,36.1,-1.5858660995032121,73851.66666666667,87530.75039855042,24697.0,174911.0,21947.0,1.7301276601534774,29448.0,3665.5230186154868,29433.000000000004,33121.0,25790.0,0.01841452619542436,35165.333333333336,2871.926589126773,34927.0,38149.0,32420.0,0.3708708358382971,3.0,0
Edoardo MORTARA,Zurich,0.0,Venturi Formula E Team,101.77547169811324,21.789048993088752,114.1,120.8,33.9,-1.7907991296576298,31384.584905660377,22243.916106375244,25881.0,185585.0,23691.0,6.665953285422956,34079.88679245283,5057.319176813776,31282.0,50284.0,29641.0,1.3378200141321113,29704.811320754718,32424.841377974273,20889.0,188451.0,19456.0,4.105944186105161,29.0,3
Edoardo MORTARA,Zurich,3.0,Venturi Formula E Team,93.46666666666665,26.730195160779008,92.0,120.9,67.5,0.24616841543977802,39559.0,20415.569867138165,32115.000000000004,62652.0,23910.0,1.4226605971656798,38690.333333333336,7761.767474830287,41586.00000000001,44588.0,29897.0,-1.4451500941647442,22185.0,2348.9757342297116,22747.0,24202.0,19605.999999999996,-1.0150103682391483,3.0,0
Edoardo Mortara,Hong Kong,0.0,Venturi Formula E Team,96.07209302325582,19.362043447614997,101.8,103.5,4.0,-3.630470593597748,30880.6511627907,72832.85447021954,18646.0,496005.0,18295.0,6.499920536483361,25126.93023255814,12621.859397009372,21996.0,96309.0,21639.0,4.853981691627495,52138.53488372093,170103.9434233065,24872.0,1141033.0,24573.0,6.54605755276553,43.0,2
Edoardo Mortara,Hong Kong,1.0,Venturi Formula E Team,89.30769230769228,21.69352344078799,98.95,104.8,23.5,-2.091390164447784,25970.19230769231,31889.208157975398,18863.5,224983.0,17885.0,5.535040047847569,24026.923076923078,4318.978541394439,22521.5,43996.0,21499.0,3.6070709934198413,35899.557692307695,35834.17220180708,25803.5,197920.0,24470.0,4.023527422500499,35.0,4
Edoardo Mortara,Hong Kong2,0.0,Venturi Formula E Team,100.71111111111114,7.186357726535564,102.9,104.1,68.0,-3.7661638797664136,18368.8,1312.9883784017977,18428.0,22243.0,10648.0,-4.221162331997296,22736.51111111111,3412.6475234327836,21944.000000000004,40812.0,21552.0,4.713588015824014,25830.577777777777,5414.2283194329275,24676.0,57974.0,24442.0,5.398709270555752,45.0,1
