location,season_year,match_name,match_type,mean_air_temp,std_air_temp,med_air_temp,max_air_temp,min_air_temp,range_air_temp,skew_air_temp,mean_track_temp,std_track_temp,med_track_temp,max_track_temp,min_track_temp,range_track_temp,skew_track_temp,mean_HUMIDITY,std_HUMIDITY,med_HUMIDITY,max_HUMIDITY,min_HUMIDITY,range_HUMIDITY,skew_HUMIDITY,mean_PRESSURE,std_PRESSURE,med_PRESSURE,max_PRESSURE,min_PRESSURE,range_PRESSURE,skew_PRESSURE,mean_WIND_SPEED,std_WIND_SPEED,med_WIND_SPEED,max_WIND_SPEED,min_WIND_SPEED,range_WIND_SPEED,skew_WIND_SPEED
Newyork,2017-2018,Race 1,Race,31.887958333333327,0.1271384942062761,31.8889,32.1111,31.6111,0.5,-0.5841789276570402,44.39813999999997,0.5535904357702305,44.4444,45.0,43.3333,1.6666999999999987,-0.2537384501903586,53.9,0.8772066606129538,54.0,56,53,3,0.5111996848966814,1015.8078333333335,0.13357016396099608,1015.85,1016.05,1015.51,0.5399999999999636,-0.1195361385869237,3.8193624999999987,1.7273516873718924,4.24374,8.48747,1.06093,7.42654,0.29054754436718994
Newyork,2017-2018,Super Pole 1,Q,29.984135714285717,0.10088780216841677,29.9444,30.1667,29.8889,0.27779999999999916,0.7657108039538234,42.38094285714285,0.26046929750942643,42.2222,42.7778,42.2222,0.5555999999999983,1.0665364503850088,57.714285714285715,0.8254203058555581,58.0,59,56,3,-0.3321865799059737,1017.8771428571429,0.02920183646190673,1017.88,1017.91,1017.81,0.10000000000002274,-0.7952119557484172,5.456230714285715,1.7584799873862402,5.30467,8.48747,3.1828,5.30467,0.32820801199555705
Newyork,2016-2017,Non Qualifying Practice 1,FP1,21.224503358208974,0.18361552269878204,21.2222,21.5,20.9444,0.5555999999999983,0.1980666609197699,38.627705970149194,22.83975412753838,23.8889,73.8889,23.8889,50.00000000000001,0.9052939718117623,94.46268656716418,0.49953860985936865,94.0,95,94,1,0.15051483196857385,1013.4105970149275,0.07714242088287868,1013.41,1013.58,1013.24,0.34000000000003183,-0.23626921296578396,1.5834815671641782,0.8390199263032224,1.06093,4.24374,0.0,4.24374,0.8029093966611182
Newyork,2016-2017,Non Qualifying Practice 2,FP2,24.3488502793296,0.347990088063399,24.2778,25.0,23.9444,1.0555999999999983,0.4301904547308089,38.51648491620105,21.47168849283687,25.5556,73.8889,25.5556,48.33330000000001,1.0555652297289673,82.83240223463687,0.9800598096834703,83.0,84,81,3,-0.5986682170774861,1012.7013966480467,0.05187229554285313,1012.7,1012.8,1012.56,0.2400000000000091,-0.5637823034795757,3.265780782122903,1.623667214305858,3.1828,8.48747,1.06093,7.42654,0.989194827968707
Newyork,2016-2017,Qualifying 1 Group 1,Q,26.674386111111108,0.12538496413110448,26.6667,26.8333,26.4444,0.3888999999999996,-0.2460532687771903,29.21294166666665,0.27775000000000105,29.4444,29.4444,28.8889,0.5555000000000021,-0.3529411764705677,75.30555555555556,0.6242455764220881,75.0,77,75,2,1.9239708788565613,1012.5916666666667,0.0251282425057895,1012.6,1012.63,1012.56,0.07000000000005002,-0.06228364437198663,4.951025833333331,1.1895435561193208,5.30467,7.426539999999999,2.12187,5.30467,-0.0572348173945607
Newyork,2016-2017,Qualifying 1 Group 2,Q,26.961394444444437,0.03715466472882088,26.9444,27.0556,26.8889,0.16669999999999874,0.7756391369706154,29.444399999999987,0.0,29.4444,29.4444,29.4444,0.0,0.0,74.55555555555556,0.5039526306789724,75.0,75,74,1,-0.23344864509394445,1012.5908333333331,0.024304614494286256,1012.6,1012.63,1012.56,0.07000000000005002,-0.07734887386180589,3.3890961111111118,0.9080387810292112,3.1828,5.30467,2.12187,3.1828,-0.10714678281324186
Newyork,2016-2017,Qualifying 1 Group 3,Q,27.084142857142854,0.02814363668246167,27.1111,27.1111,27.0556,0.0555000000000021,-0.059758381646828174,29.444399999999984,0.0,29.4444,29.4444,29.4444,0.0,0.0,73.85714285714286,0.3550358012483665,74.0,74,73,1,-2.133801027704846,1012.5142857142857,0.0389030253085357,1012.5,1012.56,1012.43,0.12999999999999545,-0.27727757582588985,2.6674917142857146,1.1613818076692997,2.12187,5.30467,1.06093,4.24374,0.6748513619834092
Newyork,2016-2017,Qualifying 1 Group 4,Q,27.30159142857144,0.07889073371154792,27.3333,27.3889,27.1667,0.22220000000000084,-0.4344060883198948,30.825414285714277,0.4739226271815086,30.5556,31.6667,30.0,1.6666999999999987,0.04700450978763164,73.37142857142857,0.4902408943099016,73.0,74,73,1,0.556312775806256,1012.3451428571435,0.038909505006291145,1012.33,1012.39,1012.26,0.12999999999999545,-0.34364466776804226,2.606867714285715,1.1020413764947243,2.12187,5.30467,1.06093,4.24374,0.7888870827619427
Newyork,2016-2017,Race 1,Race,29.520401967213076,0.1699587757564821,29.5,29.7778,29.2222,0.5555999999999983,0.14633889315072007,33.364284262295115,0.3432551516866096,33.3333,33.8889,32.7778,1.1111000000000004,-0.03424052631766912,59.13442622950819,0.8497068468745788,59.0,61,58,3,0.16053755740550535,1010.829016393438,0.07205865935634723,1010.8,1010.97,1010.74,0.2300000000000182,0.4355272074253991,5.610775540983607,1.913215670705908,5.30467,12.7312,1.06093,11.670269999999999,0.46352992273550797
Newyork,2016-2017,Super Pole 1,Q,28.071613253012067,0.23894137599771217,28.2222,28.6111,27.6667,0.9444000000000017,-0.4207306920672043,33.52073493975898,0.49291999312056894,33.3333,34.4444,32.7778,1.6666000000000025,0.3485602639048897,70.60240963855422,0.8545396569333928,70.0,72,70,2,0.8738938585067566,1012.172168674699,0.04938766985377688,1012.19,1012.23,1012.09,0.13999999999998636,-0.39399582419091794,1.4060551807228914,0.6650039743111782,1.06093,3.1828,0.0,3.1828,0.5430667329966783
Newyork2,2017-2018,Non Qualifying Practice 3,FP1,22.10356363636364,0.04879596385762971,22.1111,22.1667,22.0556,0.11110000000000042,0.27698351544422994,12.840902272727272,11.859914142096546,23.3333,23.8889,0.0,23.8889,-0.18787048020447297,89.68181818181819,0.5612580251760466,90.0,91,89,2,0.04783118704709047,1015.0029545454546,0.2181164564711035,1014.93,1015.34,1014.77,0.57000000000005,0.7739425479600283,87.09298159090912,126.76944284160288,2.12187,270.538,0.0,270.538,0.8083476891895097
Newyork2,2017-2018,Qualifying 2 Group 1,Q,22.518533333333334,0.04539720989958043,22.5278,22.5556,22.4444,0.11119999999999663,-0.8573214099742293,23.333300000000005,0.0,23.3333,23.3333,23.3333,0.0,0.0,89.33333333333333,0.5163977794943253,89.0,90,89,1,0.9682458365518952,1015.21,0.0,1015.21,1015.21,1015.21,0.0,0.0,3.0059816666666666,1.043102720146327,2.652335,4.24374,2.12187,2.12187,0.4559429457980929
Newyork2,2017-2018,Qualifying 2 Group 2,Q,22.67595,0.022657780120744965,22.6667,22.7222,22.6667,0.0555000000000021,2.4494897427829434,23.333300000000005,0.0,23.3333,23.3333,23.3333,0.0,0.0,88.5,0.5477225575051674,88.5,89,88,1,0.0,1015.0749999999999,0.022583179581291156,1015.07,1015.1,1015.04,0.06000000000005912,-0.31256995958915224,3.713271666666667,0.88764250286738,4.24374,4.24374,2.12187,2.12187,-1.5367169797799718
Newyork2,2017-2018,Qualifying 2 Group 3,Q,22.75556,0.030453374197286193,22.7778,22.7778,22.7222,0.05559999999999832,-0.6085806194500678,23.44442,0.24847187365977563,23.3333,23.8889,23.3333,0.5555999999999983,2.236067977499789,89.0,0.0,89.0,89,89,0,0.0,1014.9399999999999,0.0489897948556821,1014.93,1015.0,1014.87,0.12999999999999545,-0.36146984050828396,1.0609319999999998,0.7501943329031485,1.06093,2.12187,0.0,2.12187,1.9994819132959733e-05
Newyork2,2017-2018,Qualifying 2 Group 4,Q,22.833300000000005,0.0,22.8333,22.8333,22.8333,0.0,0.0,23.333300000000005,0.0,23.3333,23.3333,23.3333,0.0,0.0,88.0,0.0,88.0,88,88,0,0.0,1015.38,0.03949683531626219,1015.39,1015.41,1015.31,0.10000000000002274,-1.285399965918087,4.066913333333333,1.827354890760595,4.24374,6.3656,1.06093,5.30467,-0.6784432004407146
Newyork2,2017-2018,Race 2,Race,26.98304237288135,0.3105667956380607,26.8889,27.8333,26.7222,1.1111000000000004,1.592899567667728,29.406764406779658,0.4597970593427561,29.4444,30.5556,28.8889,1.6666999999999987,0.6958984384716,75.50847457627118,0.7739928128493733,76.0,77,73,4,-0.9529300057638654,1013.1274576271187,0.17163105197240452,1013.11,1013.41,1012.87,0.5399999999999636,-0.0006034565921035502,2.7332535593220335,1.3098378307766443,3.1828,5.30467,0.0,5.30467,0.07463511550336525
Newyork2,2017-2018,Super Pole 2,Q,22.423076923076923,0.14441285811777055,22.4444,22.6111,22.2222,0.3888999999999996,-0.13858542113301323,23.333300000000005,0.0,23.3333,23.3333,23.3333,0.0,0.0,89.92307692307692,0.7595545253127514,90.0,91,89,2,0.13564569704576693,1015.4315384615386,0.060806544856925784,1015.44,1015.51,1015.34,0.16999999999995907,-0.3069941750411065,3.6724646153846154,1.1952513372830513,4.24374,5.30467,1.06093,4.24374,-0.7140152277022621
newyork2,2016-2017,Non Qualifying Practice 3,FP1,22.431793656716497,0.24481780399028125,22.4444,22.7778,22.0556,0.7222000000000008,-0.08072182634142139,26.111100000000064,0.0,26.1111,26.1111,26.1111,0.0,0.0,79.96268656716418,0.6693584207279366,80.0,81,79,2,0.04284316433903658,1013.6795149253677,0.0712656301352157,1013.72,1013.82,1013.55,0.2700000000000955,-0.21882973441756232,3.337192014925369,1.3762994524550727,3.1828,7.426539999999999,0.0,7.426539999999999,0.4114038612058943
newyork2,2016-2017,Qualifying 2 Group 1,Q,23.449066666666663,0.32513483884162503,23.7222,23.8333,23.1111,0.7222000000000008,-0.09819571097510614,26.666699999999995,0.0,26.6667,26.6667,26.6667,0.0,0.0,77.0,1.0141851056742206,77.0,78,76,2,0.0,1013.731666666667,0.030937725468177395,1013.72,1013.78,1013.68,0.10000000000002274,-0.21420015763525008,2.652334166666667,0.6945436828281059,3.1828,3.1828,1.06093,2.12187,-0.9704363313830391
newyork2,2016-2017,Qualifying 2 Group 2,Q,23.842561111111117,0.03872619104709199,23.8333,24.0,23.8333,0.16669999999999874,4.0513697165897105,26.666699999999995,0.0,26.6667,26.6667,26.6667,0.0,0.0,76.0,0.0,76.0,76,76,0,0.0,1013.7541666666665,0.012733532783266817,1013.75,1013.78,1013.72,0.05999999999994543,0.9005121684322117,3.1238594444444443,0.24646537413072214,3.1828,3.1828,2.12187,1.06093,-4.051369716589774
